Name,Details,Files,Action,"Fixed Version","Created by","Last edited by","Created time",Priority,"How many user experienced"
"Certificate Behavior When “None” Is Selected for Courses","When the Certificate Template is set to “None” for certain courses, the certificate button still appears for students but in a disabled state. Additionally, assigning a different certificate to one course automatically applies the default certificate template to other courses that were previously set to “None,” resulting in inconsistent and incorrect behavior.

*Steps to Reproduce:*

1. Go to the Course Builder in Tutor LMS.
2. For Course A and Course B, set the Certificate Template option to “None.”
3. As a student, enroll in both Course A and Course B and complete all lessons and quizzes.
4. After completing both courses, go to the Student Dashboard → Enrolled Courses.
5. Observe that a “Download Certificate” button appears under both completed courses, but the button is disabled, even though certificates are not assigned.
6. *Now, return to the admin panel and assign a different certificate to Course A only.*
7. *Check Course B again, it now automatically uses the default certificate template, even though it was set to “None.”*",,Done,,U07ACRUL5N1,U018QTESVGC,"11/12/25, 4:32 PM",Mid,0
"Tutor LMS Video Player Issue on Mobile Devices","The Tutor LMS video player displays correctly on laptops, but on mobile devices, the fullscreen view is not responsive. When the phone is rotated to landscape, YouTube-hosted videos are poorly framed, cutting off (a little bit of) the top and bottom of the video.",,Done,,U07AFNXBB98,U018QTESVGC,"11/14/25, 11:32 AM",,0
"Facebook and Linked In Certificate Share leads to Site URL share not Certificate URL","When trying to share a certificate in the social media the users can share their certificate directly to twitter as twitter takes the url directly so for twitter it works.

But for FB and Linked in when sharing the certificate it shares the Website URL not the certificate one. As a result when sharing the certificate in FB or Linked in the website url is shared not the certificate.

This does not meet the expected behaviour of this feature. Please check",,Rejected,,UP0RS7KFC,U018QTESVGC,"11/15/25, 1:23 AM",Mid,0
"Course completion email issue on strict mode","When *Strict Mode* and *Auto Complete Course on All Lesson Completion* are enabled. If a course contains both a lesson and an assignment, the email sent to the instructor includes *incorrect data,* it displays the *instructor’s name and email* instead of the *student’s*.",F09T1SAG3EE,Done,,U07AFKF2R19,U018QTESVGC,"11/15/25, 1:57 AM","Hight Priority",0
"Course completion email issue( for student )","when *Strict Mode* and *Auto Completion on all lesson completion* are enabled, the *“Download Certificate” button* does *not appear* in the *Course Completion email*.

But in flexible mode it displays that button.",F09SVN88A11,Done,,U07AFKF2R19,U018QTESVGC,"11/15/25, 2:34 AM","Hight Priority",0
"Google Capthca not working as expected.","Some user reported that, they are using google captcha which is comming with Tutor LMS. Instead of being active Google captcha they are getting spam registration can you please review that.",,Done,,U029V6VAVSP,U018QTESVGC,"11/17/25, 2:38 PM",Mid,0
"In specific course subscription purchase page show’s all create membership/subscription base option(WooCommerce base settings)","If I have  single membership with one category the courses under that category should be visible only one membership option as we have created.

But how much we have seperate the membership all kind of membership plan showing commonly for all course.

WooCommerce base settings.",,Request,,U029V6VAVSP,U029V6VAVSP,"11/17/25, 3:42 PM","Hight Priority",0
"Tutor LMS Datepicker Styles Conflict with WooCommerce Coupon Date Picker UI","There’s a UI issue in the WooCommerce Coupons date picker where Tutor LMS date picker icons appear in the calendar widget indicating a stylesheet conflict coming from Tutor LMS affecting the WooCommerce date picker UI.
https://prnt.sc/oO3PlWaFEgJO",,Done,,U07ACRUL5N1,U018QTESVGC,"11/19/25, 11:57 AM",Low,0
"The problem is in Tutor LMS Elementor Addons plugin.",,"F09UZC0MVU0,F09U31LGC06","Tutor Add-ons and Theme",,U029V6VAVSP,U018QTESVGC,"11/20/25, 11:51 AM",High,0
"Lesson Description Not Updating After Editing with Elementor","If you add some text inside a lesson’s description box, it updates correctly when you edit it normally.
 However, *once the lesson is opened and edited with Elementor even a single time*, any future edits made directly from the description box (without Elementor) no longer update on the frontend.

Video reference for describing the issue: https://drive.google.com/file/d/1OYadlNFgu1fJ_bmO3HVFe6nEDHIp5KNv/view?usp=sharing",,"Tutor Add-ons and Theme",,U07AFKF2R19,U018QTESVGC,"11/21/25, 2:12 AM",High,0
"(Tutor v3.9.1) Assignment uploads do not show in the backend","When students upload more than one document for an assignment, only one of the documents is shown in the backend. The number of allowable uploads is set to 5 in the assignment settings in the course.

https://prnt.sc/0y5ysXT5Ij2F https://prnt.sc/17qldn1ujIKo",,Done,,U07AFNXBB98,U018QTESVGC,"10/29/25, 8:30 PM",,0
"External URL Video Type Timer Issue","The video timer for an external URL video type lesson is not correctly rendered on the course details or learning experience page but is showing correctly on the course builder:

Video type: External URL

https://prnt.sc/iV2NAxo4Vu_f
https://prnt.sc/63s4xvN2kNsM",,Rejected,,U07ACRUL5N1,U018QTESVGC,"12/1/25, 4:40 PM",Low,0
"Course Filter issue","When the Category option is disabled in Tutor LMS Pro → Settings → Design, but all the other filters are enabled, none of the other filters work on the Course Archive page.  https://snipboard.io/DKJB87.jpg",,Done,,U07AFNXBB98,U018QTESVGC,"12/2/25, 1:57 PM",,0
"Tutor Elementor addons meta value does not show for course carousel or course grid","Tutor LMS Elementor Addons plugin, but when using elements like loop carousel or loop grid, some elements like author, duration, and others are visible in the backend but not on the front page. I’ve attached an image to better understand the problem. https://share.cleanshot.com/jp6xYN3G",,"Tutor Add-ons and Theme",,U029V6VAVSP,U018QTESVGC,"12/4/25, 4:54 PM","Hight Priority",0
"Regarding remvoing co-instructor","There is an issue where course authors (non-admin instructors) are unable to remove co-instructors from their own courses, even when the setting *“instructors can add or remove co-instructors for their courses”* is turned on. Please review this behavior, as it seems to be a limitation or bug and needs verification for future improvement.",,Done,,U07B4GNP7RN,U018QTESVGC,"12/13/25, 12:04 PM",High,0
"(Ceuta and Melilla) This cities are not listed in checkout page dropdown list.","*Ceuta and Melilla,* which belong to Spain, do not appear in the drop-down list of cities; User cannot enter a customer’s information correctly.

Check screenshot
https://drive.google.com/file/d/181-SqLJa493VdZ8lRb0A341wSMKG7kC3/view",,Done,,U029V6VAVSP,U018QTESVGC,"12/15/25, 6:01 PM","Hight Priority",0
"Gift course message does not support special characters","When a course is gifted and a message with special character is written for the receiver the users not receive correct message on their end upon opening the gift pop-up.

Original message: Настя
Screenshot: https://prnt.sc/DnKzAnMNPBKP",,Done,,U07ACRUL5N1,U018QTESVGC,"12/22/25, 12:51 PM",Mid,0
"Gift Course issues","• Issue: 
    ◦ GiftScheduler.php: comments by sender does not support German ""Umlaute"" or Emojis ... receiver sees garbage characters instead
    ◦ front.js: Date Formatting causes critical ""RangeError"" in Safari Browser, with dates like ""2025-12-1"" - this prohibits completion of Gift-Course Dialog (Button not working)
    ◦ EventHandler.php: DateTime formatting bug, causes problems with tutor_gift_sent_at and tutor_gift_received_at display
    ◦ GiftMailer.php: Email Subject Formatting - {buyer_name} never gets resolved
    ◦ GiftMailer: ""Send notification email to the receiver"" send-status is not properly updated in database order_itemmeta and related status attributes
Gift Course Patch Summary :

1. UTF‑8 characters in gift notes (GiftScheduler.php)
• *Symptom*: German umlauts and emoji entered by the purchaser arrive as mojibake for the recipient.
• *Root Cause*: `GiftScheduler::schedule()` uses `QueryHelper::insert()`; the helper sanitizes JSON with `Input::sanitize_array()`, which strips UTF‑8 escape sequences.
• *Patch*: Bypass `QueryHelper` and insert via `$wpdb->insert(...)` so the payload JSON is stored untouched.
• *Ask*: Adopt direct `$wpdb` insert (or a UTF‑8 safe helper) so gift messages retain multibyte characters.
2. Safari RangeError in gift dialog (front.js)
• *Symptom*: Safari throws `RangeError: Invalid time value` for dates like `2025-12-1`; the “Proceed to checkout” button never fires.
• *Root Cause*: `new Date(""YYYY-M-D HH:mm"")` is parsed differently across browsers; Safari rejects single‑digit days.
• *Patch*: Parse date/time manually (`new Date(year, month-1, day, hour, minute)`) before calling `.toISOString()`.
• *Ask*: Replace the string-based constructor with the explicit numeric constructor so Safari users can purchase gifts.
3. Double date formatting in admin (EventHandler.php)
• *Symptom*: `tutor_gift_sent_at` / `tutor_gift_received_at` show “current time” instead of the stored timestamp.
• *Root Cause*: `DateTimeHelper::get_gmt_to_user_timezone_date()` already returns a localized string, but the result is passed again into `tutor_i18n_get_formated_date()`. The second pass runs `strtotime()` on German strings like “1. Dezember…”, which fails and falls back to “now”.
• *Patch*: Use only `DateTimeHelper::get_gmt_to_user_timezone_date()` for display (remove the second formatter).
• *Ask*: Avoid re-formatting localized strings; render the helper’s return value directly.
4. Gift email subject uses nickname (GiftMailer.php)
• *Symptom*: Placeholder `{buyer_name}` resolves to the purchaser’s nickname, not first+last name.
• *Patch*: In `GiftMailer::get_receiver_email_content()`, build `$full_name` from `first_name`/`last_name` (fallback to `display_name`), then replace `{buyer_name}` accordingly.
• *Ask*: Ensure receiver emails always use the real first/last name combination.
5. Generated accounts need first/last name split (GiftEnrollment.php)
• *Symptom*: When the recipient has no account, the auto-created WP user ends up with the entire “Recipient name” field stored as `first_name`.
• *Patch*: Split the form input on whitespace, store the first token as `first_name`, remainder as `last_name`, update `display_name`.
• *Ask*: Apply similar logic when creating guest accounts so WooCommerce mails and certificates show proper names.
6. Gift send status not persisted (GiftMailer.php & GiftScheduler.php)
• *Symptom*: WooCommerce order items remain stuck in `tutor_gift_status=processing`, `tutor_gift_sent_at` stays empty when the cron-based resend executes.
• *Root Causes*:
    a. `GiftMailer::send_notification_email_to_receiver()` didn’t update `GiftCourse::GIFT_STATUS_META` / `GIFT_SENT_AT_META`.
    b. `GiftScheduler::process_scheduled()` instantiated `GiftMailer` without the ecommerce “proceeder”, so the mailer couldn’t call `update_item_meta()` for WooCommerce orders.
• *Patch*:
    ◦ Update status and timestamps inside `send_notification_email_to_receiver()`.
    ◦ Pass the proceeder returned by `GiftCourse::get_gift_proceeder()` into the cron-triggered mailer.
• *Ask*: Ensure both checkout-time and cron-time gift deliveries share the same proceeder so order item meta stays in sync.
These changes keep tutor_gift course purchases functional for German customers and ensure our audit trail (sent timestamps) remains accurate.",,Done,,U07ACRUL5N1,U018QTESVGC,"12/22/25, 1:10 PM",Mid,0
"Auto-Renewal Status Display Backend – Clarification & Improvement Request","The auto-renewal status shown on the user’s subscription page is currently working as expected and correctly reflects the actual auto-renewal state for that specific user. From the frontend, users clearly see whether auto-renewal is active or disabled (example: https://prnt.sc/NXSsf4YHstyJ
).
However, in the admin view, the “recurring” information being displayed refers only to the subscription plan configuration, not the user-level auto-renewal status. This creates confusion, as admins may interpret it as the user’s current auto-renewal state.
While this is technically correct behavior, the admin UX is misleading. We recommend reviewing this and potentially adding a clear, user-specific auto-renewal indicator in the admin panel to avoid misinterpretation.",,Done,,U07ACRUL5N1,U018QTESVGC,"12/22/25, 5:17 PM",Low,0
"Email Update template issue","Issue with this email: it contains the text _“To confirm this change, verify your new email address by clicking the link below:”_ but there is *no button or clickable link*, only a plain-text URL. As a result, users must manually copy and paste the link to confirm their new email address.

Screenshot: https://prnt.sc/IZCpOW8B0hEK",,Done,,U07ACRUL5N1,U018QTESVGC,"12/30/25, 1:36 PM",Mid,0
"Subscription Issue","When trying to pay for a subscription order in a pending state, the pay button redirects to an empty checkout page, blocking the payment for the subscription plan: https://prnt.sc/6JP6PolFEV5G, https://prnt.sc/xCw63QSSZ8YI. In this state, the user needs to cancel the plan and resubscribe.",,Done,,U07ACRUL5N1,U018QTESVGC,"12/30/25, 3:55 PM",High,0
"Google Classroom Import Error","Google Classroom Import Error: https://drive.google.com/file/d/1_tXTenOxRP1VduO6k4KagDMdthnAUlZC/view",,Done,,U07ACRUL5N1,U018QTESVGC,"1/2/26, 11:49 AM","Hight Priority",0
"(Tutor v3.9.6) Assignment uploads do not show in the backend","When students upload more than one document for an assignment, only one of the documents is shown in the backend. The number of allowable uploads is set to 5 in the assignment settings in the course.",,Done,,U07AFNXBB98,U018QTESVGC,"1/5/26, 1:42 PM",High,0
,,,Rejected,,U07AFNXBB98,U02E6EEM2KW,"2/10/26, 11:37 AM",High,0
"Paid Course Export with WooCommerce: Price Data Not Included","When exporting a paid course that uses WooCommerce, the exported file does not include the associated WooCommerce product. As a result, when importing the course on another site, it is saved as a free course and the price information does not appear.",F09PF861F5H,Rejected,,U07AFKF2R19,U018QTESVGC,"10/30/25, 2:04 PM",High,0
"Google meet error for Latest version of Tutor LMS","Looks like after updating to the latest TutorLMS Pro, my Google Meet integration encountered a glitch.
Error Details
An error of type E_COMPILE_ERROR was caused in line 423 of the file /www/merakidatasciencetraining_479/public/wp-content/plugins/tutor-pro/vendor/guzzlehttp/psr7/src/Uri.php. Error message: Declaration of GuzzleHttp\Psr7\Uri::getScheme() must be compatible with Psr\Http\Message\UriInterface::getScheme(): string",,Done,,U029V6VAVSP,U018QTESVGC,"10/29/25, 9:56 AM",High,0
"Incorrect review submission message","After submitting a course review, the toast says it’s visible on the course page, but it’s only visible to the user until admin approval. Toast messaging should reflect actual visibility/moderation status.",,Done,,U02E6EEM2KW,U018QTESVGC,"9/23/25, 3:19 PM",,0
"Assignment Description Not Displayed","Students cannot see the assignment description after clicking “Start Assignment,” which interrupts their workflow.",,Done,3.9.0,U07AFNXBB98,U03HP897GKX,"10/15/25, 9:00 PM",,0
"Subcription/Membership/All type of course showing add to cart button.","If the purchase option set to All https://prnt.sc/TA3nq2G5aWmc
if I have a course which can be sold in Subcription model, single course model, and membership model all type of Purchase option then the button in the course details page showing *Add to cart* button. Where as the button should show *View Details*

That mean’s the system treating that course as single/one time payment course by default. We need to add some condition on the button.

https://prnt.sc/Lar3z4D9H3ce
https://prnt.sc/dWW_wyzYia2r",,Done,,U029V6VAVSP,U018QTESVGC,"9/24/25, 5:37 PM",,0
"Tutor LMS Elementor Addon issue","The course enrollment box does not show up on the desktop mode despite everything setup correctly: https://prnt.sc/rlHNjpzJCRfb but a default enrollment box shows when the container is in tablet/mobile size: https://prnt.sc/rgJOHh7UQVFp.",,"Tutor Add-ons and Theme",,U07ACRUL5N1,U018QTESVGC,"9/26/25, 1:33 PM",,0
"Woocommerce Email preview Fatal error","In Tutor LMS 3.8.2 version, under woocommerce->settings->emails page on any email preview section it shows a fatal error.",F09J0QXRTDJ,Done,,U07AFKF2R19,U018QTESVGC,"9/30/25, 4:02 PM",,0
"Frontend dashboard - Scheduled course Action button does not open anything.","https://prnt.sc/yQK-csbseDGy

No HTML code found
https://prnt.sc/U89IrxYgzNcu",,Done,,U029V6VAVSP,U018QTESVGC,"10/2/25, 11:59 AM",,0
"RTL language layout issue","While using an RTL language, the dropdown menu in the *""Intro Video"" type selection* section of the course builder page appears incorrectly.",F09JRB3AWEP,Done,,U07AFKF2R19,U018QTESVGC,"10/6/25, 4:41 PM",,0
"The icon and color are displaying incorrectly after updating the settings.",https://prnt.sc/EcpI-z20B9Hv,,Done,3.9.0,U02E6EEM2KW,U03HP897GKX,"10/7/25, 3:10 PM",,0
"iDeal payment option unavailable in Tutor Stripe payment","iDeal is Netherland based payment system, we have to add the iDeal payment option inside Tutor Stripe.
https://docs.stripe.com/payments/ideal",,Feature,,U029V6VAVSP,U018QTESVGC,"10/7/25, 4:00 PM",,0
"Sepa Direct Debit option unavailable for Tutor Stripe payment.","Presently Tutor Stripe does not have sepa direct debit payment option which is very popular in Europe many user requested us to add this feature.
https://docs.stripe.com/billing/subscriptions/sepa-debit",,Feature,,U029V6VAVSP,U018QTESVGC,"10/7/25, 4:02 PM",,0
"Tutor LMS Video Player Issue on Mobile Devices","Please check the URL structure this the URL from the vimeo, but it’s  should work.
https://ibb.co.com/BHV4sbC6",,Accepted,,U029V6VAVSP,U018QTESVGC,"10/8/25, 5:30 PM",,0
"Private course not showing on completed course section","The private course is not appearing under the *“Completed Courses”* tab on the *Enrolled Courses* page of the dashboard.",F09LDRXLU0Y,Done,,U07AFKF2R19,U018QTESVGC,"10/9/25, 1:04 PM",,0
"Review and rating timestamp issue","Reviews and ratings for any course are showing *“6 hours ago”* on the frontend, even though they are being submitted at the current time.",F09KKJZ49M0,Done,,U07AFKF2R19,U018QTESVGC,"10/9/25, 1:09 PM",,0
"About tutor quiz explanation","In Tutor LMS quiz explanation, pasted YouTube links auto-convert to preview in editor but display only as plain links in student view. Expected: consistent video preview rendering.","F09KHEPU6UD,F09LF6UGBGQ",Accepted,,U07B4GNP7RN,U018QTESVGC,"10/9/25, 5:05 PM",,0
"Requesting an urgent solution of the issue Assignment Description and Attachments remove After Starting","On the *assignment page*, after clicking the *“Start Assignment”* button, the *assignment description and any attached files provided by instructor are no longer visible*.

Users need the *description and attachments to remain visible* even after starting the assignment, so they can reference the content while completing it.",,Done,,U07AFKF2R19,U06C1MJDCFL,"10/15/25, 12:33 PM",,0
"PHP Error on sites who do never used Woocommerce as their monetization","```WordPress database error Table 'local.wp_wc_orders_meta' doesn't exist for query 
			SELECT COUNT(te.earning_id) as total_count
			FROM wp_tutor_earnings te
			 INNER JOIN wp_wc_orders_meta wcom ON te.order_id = wcom.order_id 
			WHERE te.process_by = 'tutor' AND wcom.meta_key = '_is_tutor_order_for_course'
		 made by do_action_ref_array('process_by_wc_migrator'), WP_Hook->do_action, WP_Hook->apply_filters, Tutor\Migrations\BatchProcessor->process_batch, Tutor\Migrations\ProcessByWcMigrator->get_total_items, Tutor\Helpers\QueryHelper::get_joined_count
[16-Oct-2025 07:00:04 UTC] PHP Fatal error:  Uncaught Exception: Table 'local.wp_wc_orders_meta' doesn't exist in /Users/maizul/Local Sites/wc-test/app/public/wp-content/plugins/tutor/helpers/QueryHelper.php:1120```",,Done,,U07ACRUL5N1,U018QTESVGC,"10/16/25, 1:02 PM","Hight Priority",0
"Course Bundle Escaping Issue","Please check this video: https://share.cleanshot.com/1KQ3rSs4",,Done,,U02E6EEM2KW,U018QTESVGC,"10/28/25, 1:07 PM","Hight Priority",0
"Quiz attempt filter count is incorrect","Quiz attempt filter count is incorrect , it’s not matching the actual number of attempts.",F09LQ3YDLHH,Done,,U07AFNXBB98,U018QTESVGC,"10/16/25, 7:23 PM",,0
"Regarding auto complete lessons and seding Email","Lesson completion emails triggers only when the *Complete Lesson* button is pressed. If a lesson is auto-marked complete by video progression or using Next Lesson, progress is updated visually but no email notifications or integrations are fired.",,Accepted,,U07B4GNP7RN,U018QTESVGC,"10/17/25, 12:10 PM",,0
"Incorrect Individual Review Counter on Course Details Page","The *individual rating counter* on the course details page is displaying incorrect values. It currently counts *unpublished reviews*, which causes a mismatch between the *total review count* and the *individual rating breakdown*.
Screenshot: https://prnt.sc/XELn-K7wXsRW",,Done,,U07ACRUL5N1,U018QTESVGC,"10/20/25, 11:40 AM",,0
"Assignment search issue","Assignment search only works for the course name and not any other fields like the assignment name or student name - https://prnt.sc/yqzGnL8xIIIS
• Searching with the assignment name is not working: https://prnt.sc/eg1GD89gNPJj  
• Searching with the course name is working: https://prnt.sc/o0IhCGZ94lpP",,Done,,U07ACRUL5N1,U018QTESVGC,"10/20/25, 12:12 PM",,0
"Course Completes Despite Failed Assignments in Strict Mode","In strict mode, if ""Auto Complete Course on All Lesson Completion"" option is enabled, then the course is being marked as complete once the assignment is evaluated, regardless of whether the student has passed or failed.",,Done,,U07AFKF2R19,U018QTESVGC,"10/20/25, 4:26 PM","Hight Priority",0
"About WooCommerce Auto Enrol","When a student purchases a course, cancels the order, and later repurchases the same course, Tutor LMS does not re-enroll the student even after the new WooCommerce order is marked as *Completed*. The system references the previous canceled enrollment, preventing access. This causes students to remain unenrolled despite successful payment, requiring manual removal and re-enrollment to restore access.

Video record: https://www.loom.com/share/494647490629446991233522f12aae9a?sid=32be1270-703d-4d32-9162-95fb93a85b12",,Done,,U07B4GNP7RN,U018QTESVGC,"10/21/25, 11:50 AM","Hight Priority",0
"Date format issue","When the date format is set to *d/m/Y* from *WP-dashboard settings->general->date format section*, some dates in the *Tutor LMS->Reports* section are displayed incorrectly in the *m/d/Y* format. Other date formats, however, appear to work correctly.",F09MRBDB128,Done,,U07AFKF2R19,U018QTESVGC,"10/21/25, 12:08 PM",,0
"Conflict Between “Limit Active Login Sessions” and WooCommerce Guest Checkout","When *Limit Active Login Sessions* is enabled https://prnt.sc/UiA4vVpIC_-H, it conflicts with WooCommerce monetization if *guest checkout* is active. In this case, the *Auto Redirect to Courses* feature does not work, and users are redirected to the WooCommerce login page instead of the purchased course (https://prnt.sc/-0FWNJSB9J-p). Users completing a guest checkout should be automatically redirected to their course even when this feature is active, as the current behavior negatively impacts the user experience.",,Done,,U07ACRUL5N1,U018QTESVGC,"10/21/25, 3:35 PM","Hight Priority",0
"Attempt not found or access permission denied - Quiz details page","After the latest Update to 3.9.0 PRO
When I attempt to review a quiz, even as an administrator, I get a blank screen stating
“Attempt not found or access permission denied”
It is te same for all attempts",,Done,,U029V6VAVSP,U029V6VAVSP,"10/23/25, 10:17 AM",,0
"BunnyNet video template error after updating to latest Tutor LMS version","After updating Tutor LMS today, course intro videos hosted on BunnyNet stopped working.
The following error appears on the course page: “The file you are trying to load does not exist in your theme or Tutor LMS plugin location. If you are extending the Tutor LMS plugin, please create a php file here:
`/var/www/html/wp-content/themes/tutorstarter/tutor/single/video/bunnynet.php`
What I’ve checked:
```The Tutor LMS plugin folder doesn't contain a tutor/single/video/ folder structure```",,Done,,U029V6VAVSP,U029V6VAVSP,"10/23/25, 10:26 AM",,0
"Outdated Twitter label and logo","Outdated Twitter label and logo in Social Profile settings (should be ""X""). https://prnt.sc/YzWq2G1hJoPn",,Done,,U07AFNXBB98,U018QTESVGC,"10/23/25, 7:57 PM",,0
"Bug in Tutor LMS v3.9.1","When manually enrolling a student (WooCommerce Paid courses) in Tutor LMS version 3.9.1, the enrollment section displays raw HTML code instead of properly formatted content.

https://www.loom.com/share/bcfd6844b0164149865b73d0eae222b7?sid=a7f0f85a-a47a-4944-80e9-4c802b79648a",,Done,,U07AFNXBB98,U018QTESVGC,"10/24/25, 6:52 PM","Hight Priority",0
"Tutor lms Pro monetization issue when using Woocommerce with Workademy","*When using WooCommerce as a monetization method in Tutor LMS Pro with the Workademy theme, the price is not shown for the courses, and they cannot be added to the cart. Purchase does not take place.  With the tutor LMS native, it's working fine.* ",F09NGAKTT7H,Rejected,,UP0RS7KFC,U018QTESVGC,"10/27/25, 9:26 PM",,0
"Instructor earnings ammount is not correct","As per course purchase vat and commission calculation the instructor earnings are not dividing properly please DM me for video explanation.",,Rejected,,U029V6VAVSP,U02E6EEM2KW,"8/5/25, 12:59 PM",High,0
